idspecies,id_sp_region,current_distribution,sourceid
53253,1033810,Antalya to Saros Bay,""
101209,1033811,Iskenderun to Antalya,""
50147,1033814,"Marmara, north and middle aegean sea, Iskenderun",""
1121,1033816,Mersin to Izmir,""
100535,1033819,Mugla to Adana,""
100507,1033824,"Aegean, Levantine",""
100539,1033827,Levantine,""
100810,1033830,"Aegean, Levantine",""
53486,1033832,Aegean coast,""
100926,1033833,Aegean coast,""
53390,1033836,Aegean,""
100837,1033837,Mediterranean and Aegean,""
100435,1033838,Iskenderun & Mersin,""
53735,1033839,Marmara Sea;Southern Sea of Azov,""
50128,1033841,Unknown,""
101225,1033842,Black Sea,""
53390,1033844,Marmara Sea;Sea of Azov;Caspian Sea,""
50223,1033846,Istanbul Strait;Black Sea,""
50276,1033849,Marmara Sea,""
101329,1033851,Marmara Sea;Azov Sea,""
50147,1033853,Antalya,""
50215,1033854,"Aegean Sea, Mediterranean Sea",""
50531,1033855,"Levantine, Aegean and Maramara Sea",""
100374,1033856,"Arakli, eastern Trabzon",""
53595,1033858,All the Sea of Marmara,""
50307,1033935,ITC45;ITD53;ITE21;ITE22;ITD56;ITD31;ITE45;ITE41;ITE43;ITC15;ITC4A;ITD34;ITD37;ITD35;ITC18;ITE14;ITD52;ITE13;ITC4B;ITD37;ITD41,""
53469,1033936,ITC11;ITC45;ITC47;ITC20;ITC33;ITD31;ITD32;ITC46;ITC44;ITC41;ITD54;ITD42;ITD33,""
53301,1033937,"ITC47;ITC4B;ITD31;ITD56;Lake Garda;rivers Mincio and Po;Verona;Brescia,Mantova;Ferrara",""
50176,1033938,Unknown,""
53452,1033939,"ITC17;ITC18;ITC34;ITC41;ITC45;ITC48;ITC49;ITC4A;ITC4B;ITD51;ITD52;ITD53;ITD54;ITD55;ITD56;ITD57,ITD58;ITD59;ITE12;ITE13;ITE14;ITE15;ITE16;ITE17;ITE18;ITE19;ITE1A;ITE41;ITE42;ITE43;ITE44;ITG11;ITG21;ITG24",""
53281,1033940,ITC15;ITC47;ITC4B;ITD37;ITD52;ITD53;ITD56,""
50169,1033941,ITC14;ITC15;ITC41;ITC42;ITC43;ITC46;ITC47;ITC49;ITC4A;ITC4B;ITD10;ITD20;ITD31;ITD37;ITD51;ITD55;ITD56;ITE13;ITE14;ITE21;ITF22,""
50150,1033942,All lagoons and coastal ponds in Italy,""
50122,1033947,Extinct,""
53390,1033948,In all Italian sea water,""
101274,1033949,Unknown,""
101088,1033950,Unknown,""
101098,1033951,Unknown,""
53244,1033952,ITC1;ITC4;ITD1;ITD3;ITD5;ITE2;ITE4;ITF6,""
101059,1033953,ITC1;ITC4;ITD3;ITD4;ITD5,""
53232,1033954,ITC31;ITC32;ITC33;ITC4,""
101202,1033955,Unknown,""
101122,1033956,Unknown,""
50170,1033957,Unknown,""
101196,1033958,ITF41;Saltern of Margherita di Savoia;Foggia,""
101265,1033969,"ITD53,54;Modena;Reggio-Emilia",""
53665,1033970,ITC11;ITC18;ITC4A;ITC4B;ITC41;ITC42;ITC46;ITD51,""
101170,1033971,ITD42;ITD34;ITD36;Padova;Treviso;Vicenza,""
53225,1033981,ITE41;ITE42;ITE43,""
50292,1033982,ITC41;ITC45;ITC48;ITC49;ITC4B;ITD56;ITE42,""
53415,1033983,ITD10;ITC33,""
53216,1033985,ITC1;ITC4;ITD3;ITD5;ITE1;ITE2;ITE3,""
53280,1033986,ITD20;Lake at Passo di LavazzÃ¨;Cavalese,""
101373,1033987,ITC1;ITC4;ITD3;ITD5;ITC3;ITE1;ITE2;ITE4;ITF3;ITF4;ITG2,""
100403,1033988,ITC1;ITC4;ITD3;ITD5;ITC3;ITE1;ITE2;ITF2;ITF6;Ricefields,""
101293,1033989,All Italy,""
101300,1033990,ITE11;River Frigido;Massa,""
101301,1033991,ITC3;ITE1;ITE4;ITF4;ITG1,""
100559,1033992,ITD56;ITE11;ITE16;ITE44,""
53448,1033993,All Italy (except Sardinia),""
101146,1033994,ITC31;Ventimiglia,""
53289,1033995,North-Central Italy;Sardinia,""
50117,1033998,All Italy,""
53214,1033999,All Italy,""
101286,1034002,North-Central Italy,""
100155,1034005,All Italy,""
100156,1034006,North-Central Italy,""
53270,1034008,North-Central Italy,""
50296,1034011,North-Central Italy,""
50162,1034012,All Italy,""
53744,1034013,All Italy,""
101287,1034014,North-Central Italy,""
50298,1034015,North-Central Italy,""
50293,1034016,North-Central Italy,""
50300,1034017,North-Central Italy;Rivers Po and Oglio,""
53364,1034018,All Italy,""
53388,1034019,All Italy,""
53389,1034020,Central Italy,""
101080,1034021,Central Italy,""
50233,1034023,All Italy,""
100659,1034024,North Italy,""
50261,1034027,North-Central Italy,""
100852,1034028,All Italy,""
53471,1034029,North-Central Italy,""
101358,1034030,North-Central Italy;River Po;Adda;Lake Garda,""
50117,1034032,"River Danube, its tributaries from Transilvania;",""
53214,1034033,"River Danube, its tributaries from Transilvania;",""
53735,1034034,Romanian Black Sea;,""
50122,1034035,Danube Delta;lower Danube up to Galati;lakes from Dobrogea;,""
50293,1034036,Fish farms;reservoirs;River Danube and major tributaries;,""
2924,1034037,Lower Danube;Danube Delta;private gardens;,""
53625,1034038,Danube Delta;upper Danube;,""
495,1034039,Danube Delta;upper Danube;,""
50128,1034040,Romanian Black Sea;,""
53638,1034041,Romanian Black Sea;,""
53235,1034042,Romanian Black Sea;,""
50531,1034044,Romanian Black Sea;,""
557,1034048,All river basins,""
101229,1034049,Unknown,""
53270,1034050,Intensive (indoors) aquaculture in Iasi and Oradea,""
53279,1034051,Romanian Black Sea,""
53281,1034052,River Danube and major tributaries;Razelm-Sinoe lagoon;Main-Danube Canal,""
100242,1034053,Lakes Tarcau;Rosu;Parcovaci;Poiana Uzului,""
50295,1034054,Lakes Tarcau;Rosu;Parcovaci;Poiana Uzului,""
101199,1034055,Lakes Vidra;Poiana Uzului;Parcovaci,""
53285,1034056,Lakes Tarcau;Rosu;Parcovaci;Poiana Uzului;,""
50156,1034057,Romanian Black Sea,""
50157,1034058,Romanian Black Sea,""
50296,1034059,Fish farms;reservoirs;River Danube and major tributaries;,""
53730,1034062,River Danube,""
5380,1034063,Lake Petea,""
1052,1034064,All river basins;,""
50176,1034065,Danube Delta;,""
101373,1034066,Lake Petea;Tarnava river basin;,""
50180,1034067,Inside ports;marinas and lagoons on the Romanian Black Sea coast;,""
100374,1034068,NW;S and SE of Romania;,""
53338,1034069,Romanian Black Sea;probably the entire Black Sea;,""
50297,1034070,River Prut;Republic of Moldova,""
50298,1034071,Fish farms;reservoirs;River Danube and major tributaries;,""
50300,1034072,fish farms;,""
53757,1034073,none;,""
53758,1034074,none;,""
53759,1034075,none;,""
53364,1034076,All river basins;upper Danube;,""
50215,1034079,none;,""
101178,1034080,none,""
53390,1034081,Romanian Black Sea;,""
50564,1034082,Romanian Black Sea,""
100591,1034083,Romanian Black Sea;,""
100596,1034085,Inside ports on the Romanian Black Sea coast,""
50223,1034087,Romanian Black Sea,""
50301,1034088,Fish farms;reservoirs;River Danube and major tributaries;,""
50233,1034091,River basins: Somesul Mic;Lapus;Crisul Negru;Mures;Jiu;Olt;Ialomita;Bistrita;Siret;,""
101296,1034094,none;,""
101015,1034095,Razelm-Sinoe lagoon,""
101293,1034096,Rivers Suceava;Siret;Danube;,""
101041,1034097,Romanian Black Sea;,""
50244,1034098,Lake Petea;Tarnava river basin,""
988,1034099,Lake Petea;,""
101295,1034100,Lake Petea;,""
53439,1034101,Lake Petea;warm effluent areas near cities;,""
101277,1034102,Lake Petea;,""
53645,1034103,Romanian Black Sea;,""
100769,1034105,Fish farms an reservoirs  in the E and S of Romania;,""
53448,1034106,River Danube and major tributaries;Razelm-Sinoe lagoon,""
50307,1034107,All river basins;,""
101146,1034108,Lake Petea,""
101076,1034109,none,""
50553,1034110,Romanian Black Sea,""
50542,1034112,Romanian Black Sea;Lower Danube (upstream to Cernavoda);Razelm-Sinoe lagoon;,""
53595,1034113,Romanian Black Sea;,""
50554,1034114,none;,""
53469,1034115,River Somesul Mic: creeks Negruta;Dumitreasa;Irisoara;River Mures:creek Gudea Mica;River Nera: creek Bei;River Moldova:creek Putna;River Bistrita;,""
53736,1034116,River Danube and major tributaries;Danube Delta;,""
100895,1034117,Inside ports on the Romanian Black Sea coast;,""
101060,1034118,Special culture ponds belonging to pharmaceutical companies;,""
50276,1034119,Romanian Black Sea;,""
53508,1034120,River Danube and major tributaries;Danube Delta;litoral lakes and lagoons;,""
101118,1034121,All river basins;,""
101254,1034122,All river basins;,""
101116,1034123,none;,""
100990,1034124,Lake Petea;,""
100356,1034127,Dniper Basin;,""
53244,1034324,Danube;Sava;Tisza;Artificial Channels (North Serbia);Belgrade;Novi Sad,""
50176,1034325,Danube;,""
50292,1034326,Danube,""
53736,1034327,Danube;Sava;Tisza;Belgrade;Novi Sad,""
53289,1034328,Sava Lake Velika peskara;Belgrade;Zrenjanin;,""
53285,1034332,Danube;Novi Sad;,""
50307,1034333,Danube;Sava;Velika Morava;Wetlands around the Danube;Belgrade;,""
50296,1034334,Danube;Sava;Tisza;Belgrade;,""
50298,1034335,Danube;Sava;Tisza;several Accumulation;Belgrade;,""
50293,1034336,Danube;Belgrade;,""
100155,1034337,Danube;Tisza;Carska bara;Pancevacki rit;Belgrade;Novi Sad;,""
53364,1034338,widely distributed;,""
53388,1034339,Danube-Tisza-Danube Artificial Channae System;,""
53214,1034340,Danube;Sava;Tisza;Danube-Tisza-Danube Artificial Channae System;,""
50303,1034341,Danube;,""
50304,1034342,Danube;Sava;Tisza;,""
53398,1034343,Danube;Sava;Tisza;,""
50302,1034344,Danube;Sava;Tisza;,""
53455,1034345,Danube;Sava;Tisza;,""
100927,1034346,Danube;,""
101231,1034349,Adriatic basin,""
50295,1034351,Drava River,""
53289,1034352,East Slovenia,""
50296,1034353,unknown,""
50169,1034354,Drava River,""
100374,1034357,Lake Fiesa,""
50298,1034359,unknown,""
50293,1034360,unknown,""
50299,1034361,Slovenia,""
53364,1034362,Slovenia,""
50565,1034364,Lake Bled?,""
50233,1034365,All over Slovenia,""
53415,1034367,Mura river basin,""
50307,1034369,Adriatic nad Danube river basin,""
101185,1034370,Adriatic river basin,""
53468,1034371,Lake Krn;Lake Bohinj;Lake Dvojno jezero,""
53469,1034372,Danube river basin,""
101018,1033959,ITD5;Ricefields;Reggio-Emilia,""
100582,1033960,ITD5;Ricefields;Reggio-Emilia,""
101147,1033961,ITC4;ITD3;ITD5;ITE1;ITE2,""
100288,1033962,Unknown,""
101200,1033963,ITD3;ITD4,""
101326,1033964,ITD4;Udine,""
101167,1033965,ITC4;Ricefields;Milano,""
101121,1033966,ITC4;ITE1;Ricefields;Pavia;Siena,""
101031,1033967,ITE4;Lakes Bracciano and Mantignano;Roma,""
101245,1033968,ITC2;Aosta,""
101230,1033972,North-Central Italy;Ricefields,""
101228,1033973,Unknown,""
101359,1033974,North-Central Italy;Ricefields,""
101381,1033975,North-Central Italy;Ricefields,""
101224,1033976,Unknown,""
101334,1033977,North-Central Italy;Ricefields,""
101103,1033978,North-Central Italy;Ricefields,""
101112,1033979,North-Central Italy;Ricefields,""
101343,1033980,North-Central Italy;Ricefields,""
50830,1033984,ITD36;Padova,""
50110,1033996,North-Central Italy,""
53197,1033997,North Italy,""
101136,1034000,North Italy,""
100079,1034001,North Italy,""
101312,1034003,Central Italy,""
101269,1034004,North-Central Italy,""
101231,1034007,North Italy,""
50295,1034009,North;Central and South Italy,""
101223,1034010,North-Central Italy,""
50565,1034022,North Italy,""
101020,1034025,North Italy,""
100834,1034026,ITC4;ITD3;ITD5,""
101139,1034031,North Italy,""
53633,1034043,Romanian Black Sea;,""
50162,1034060,All river basins;,""
53623,1034061,Romanian Black Sea coast from Agigea to Vama Veche;,""
101024,1034077,S of Romanian Black Sea;,""
101084,1034078,Romanian Black Sea;,""
101153,1034104,Romanian Black Sea;,""
101156,1034111,Romanian Black Sea;,""
53281,1034329,Danube;Sava;Tisza,""
53301,1034331,Danube;Tisza;Sava,""
52819,1038910,"Single location in Brezzo di Bedere - Laveno Mombello (prov. Varese, Lombardia)",""
52819,1038911,island Tijat near Sibenik,""
52819,1038914,La Palma,""
52820,1038916,"Lanzarote, Fuerteventura, Gran Canaria and Tenerife",""
52821,1038921,Fuerteventura,""
52823,1038930,"Western Caucasus, Moscow and forest of Kharkov",""
52825,1038933,Alpes-Maritimes,""
52826,1038936,"Acqui Terme (Prov. Alessandria, Piedmont); Maratea and surrounding area (Campania and Basilicata)",""
52827,1038941,"Karavenken mountain, Triglav National park, Kamnik alps",""
52827,1038942,Inverinate,""
52832,1038963,"Parco La Mandria (North of Turin), Casteporziano (Rome), Val d’Ozola (province of Reggio Emilia)?",""
52833,1038964,Niederösterreich (northern of Donau),""
52833,1038967,All regions except Northern Moravia,""
52833,1038968,"There are 2 populations established close to introduction areas. A smaller one, composed of only about 20 individulas, occurs in S Poland near the town of Pszczyna, in Kobior forest district; Physiographic unit: Pszczyna Plain (Rownina Pszczynska). A larger population, of more than 400 individuals is established in N Poland, on the Vistula Bay (Zalew Wiślany), near Tolkmicko, forest district: Kadyny physiographic unit: Vistula Depression (Zulawy Wislane). ",""
52833,1038969,Zealand and Jutland,""
52833,1038972,Île-de-France/Normandie/Alsace/Rhône-Alpes/Midi-Pyrénées,""
52833,1038974,north of the river Rhine,""
52833,1038976,Common,""
52841,1038992,Forest of Cierggnon,""
52841,1039020,Rhodes,""
52841,1039023,"Localised in few scattered areas of Central, Northern and Southern Sardinia. ",""
52841,1039030,Common,""
52845,1039038,South Jutland,""
52845,1039040,Scattered populations in Eastern parts of the insland,""
52847,1039044,Widespread in the whole island,""
52850,1039051,"Mallorca, Ibiza and Cabrera",""
52850,1039056,"Individuals occasionally recorded in North-West Italy, close to border with France",""
52852,1039059,Crete,""
52852,1039060,Localised,""
52852,1039061,England,""
52854,1039063,Herzegovina,""
52854,1039067,the present range of mongoose includes the coastal area of Montenegro with most records from the narrow coastal zone. The size of the present range is 447.3 km2 of coastal zone.,""
52855,1039068,"Once introduced in the Circeo National Park, South of Rome, but now extinct",""
52856,1039070,England,""
52861,1039081,Widespread in the whole island,""
52862,1039082,Localised,""
52862,1039084,Crete,""
52863,1039091,Pyrénées-Orientales,""
52865,1039093,Gibriltar,""
52872,1039115,"Limited to southern England and coastal Wales, with scattered colonies further north.",""
52872,1039116,Has a limited distribution west of lake Vanern (Hansson & Fredga 1996),""
52876,1039123,central England,""
52877,1039127,Crete,""
52877,1039131,Widespread in the whole country,""
52877,1039132,Widespread in the whole island,""
52877,1039133,Widespread in the whole island,""
52877,1039159,Common,""
52879,1039178,"Crete, Thera, Skopelos",""
52879,1039179,Widespread in the whole island,""
52879,1039182,"Minorca, Mallorca",""
52879,1039183,Total Corsica,""
52881,1039185,"Current distribution includes several river basins of the southern part of the island: Flumendosa, Mannu, Cixerri, lagoon of Santa Gilla (close to Cagliari). Also recorded in the area of Oristano (escaped from a farm at Abbasanta), where it is maybe now extinct ",""
52881,1039186,"nördliches Alpenvorland, Grazer Bucht, Klagenfurter Becken",""
52881,1039187,"Localised (Irminio river, Ragusa, Southern Sicily)",""
52881,1039189,"south-western districts (two cases in Nesvezh district in 1997 and 2003, and in Bereza district in 2002)",""
52881,1039192,along the borders with Greece and Romania.,""
52881,1039196,"All regions, but permanent occurence only in Ústecký region, Liberecký region, Královehradecký region, Pardubický region, Moravskoslezský region and South Moravia region.",""
52881,1039197,Single locations,""
52881,1039202,Total France,""
52881,1039203,"Recently it occupies Vojvodina province, central and lower Danube flow, as well as many tributaries, and almost complete Serbian part of Sava river",""
52881,1039208,"Canton: Bern, Jura, Neuchatel, Basel, Aargau, Zürich",""
52881,1039215,Widespread in northern and central Italy. Scattered populations in Southern Italy.,""
52882,1039216,Majorca,""
52883,1039217,"Only present in Friuli Venezia Giulia, close to the border with Slovenia",""
52883,1039218,"Burgenland, Niederösterreich, Oberösterreich, Steiermark, Salzburg (Wein- Wald- und Mühlviertel, Salzkammergut)",""
52883,1039228,Skibotndalen in Troms County,""
52883,1039229,All regions,""
52883,1039230,Poland,""
52883,1039236,"Present mostly at Vojvodina province, and nortern part of perripanonian Serbia",""
52886,1039252,"Central Bohemia region, Královehradecký region",""
52887,1039259,"Friuli Venezia Giulia (North-East Italy, close to the border with Slovenia)",""
52887,1039261,all federal states,""
52887,1039273,All regions,""
52887,1039277,South Jutland,""
52887,1039283,Total France,""
52888,1039295,Dovre mountains,""
52892,1039304,"Wien, Niederösterreich, Oberösterreich, Steiermark, Kärnten, Salzburg, Vorarlberg. Predominantly along the river valleys March- and Turnerfeld, Inn-, Traun-, Mühl- und Weinviertel.",""
52892,1039310,"Královehradecký region (Vrchlabí - 1993), Zlínský region (Buchlov u Buchlovic - 1995), South Bohemia Region, South Moravia region, Ústecký region, Liberecký region",""
52892,1039311,Single locations,""
52892,1039314,"Aisne, Alsace, Bretagne",""
52892,1039319,Canton Schaffhausen,""
52893,1039329,Eastern central highlands and surrounding lowland areas,""
52894,1039331,all federal states,""
52894,1039332,Widespread in the whole island,""
52894,1039333,Widespread in the whole island,""
52894,1039349,All regions,""
52894,1039359,Total Corsica,""
52894,1039361,Total France,""
52894,1039369,"Canton: Tessin, Wallis, Genf, Waadt, Freibourg, Neuchatel, Bern, Jura, Solothurn, Basel, Luzern, Zürich, Aargau, Graubünden, St.Gallen, Schwyz",""
52894,1039371,Common,""
52894,1039379,Widespread in the whole country,""
52895,1039405,Shiant Islands. Near extinct in the rest of the UK.,""
52895,1039413,Crete,""
52895,1039416,Widespread in the whole country,""
52895,1039417,Widespread in the whole island,""
52895,1039418,Widespread in the whole island,""
52897,1039431,Tenerife,""
52898,1039432,"Liberecký region, Olomoucký region",""
52900,1039433,"Lesbos, Eastern Aegean sea",""
52901,1039436," C-W Piedmont, Genova Nervi, Valle del Ticino (W of Milan).",""
52903,1039438,Tenerife,""
52903,1039442,Widespread in the whole island,""
52904,1039451,"North-West Italy: Continuous population in Piedmont and part of Lombardia. Scattered populations in Emilia Romagna, Veneto, Friuli Venezia-Giulia, Toscana, Umbria.",""
52906,1039454,"4 main populations are known in Flanders, plus a number of isolated observations.",""
52906,1039457,Geneve,""
52906,1039458,Île-de-France / Somme,""
52906,1039459,"Reading (Berkshire), Warrington, Swindon, Wilts ",""
52906,1039462,"Several scattered populations in Belluno, Verona, Rome, observation of single animals or pairs in several other cities in Piemonte, Liguria, Friuli-Venezia Giulia and Trentino-Alto Adige. ",""
52907,1039463,"Wien, Steiermark, Salzburg",""
900962,1039469,Crete,""
900962,1039471,Widespread in the whole island,""
900962,1039473,"Mallorca, Minorca",""
900967,1039479,Crete,""
900967,1039480,"Localised in three areas of Southern Sardinia (Province of Cagliari): Costa Verde-Montevecchio , Sulcis (Mount Arcosu, Mount Lattias), Mount Settefratelli (Mount Arbu, Mount Mininimi)",""
900969,1039483,Widespread in the whole island,""
900969,1039484,Localised,""
900969,1039485,Ibiza,""
900970,1039488,Widespread,""
900970,1039490,Crete,""
900970,1039492,Isles of Scilly,""
900976,1039494,Crete and other islands,""
900979,1039499,Occurring in most of the island territory.,""
900979,1039500,Mallorca ,""
900985,1039505,Southern Corsica and other sites,""
900989,1039507,Crete and other islands,""
900990,1039509,Occurring in most of the island territory.,""
900990,1039510,"Mallorca, Menorca",""
900991,1039511,Crete and other islands,""
900992,1039512,Orkney islands,""
900998,1039518,"Localised in Flumendosa river, proximity of Villagrande Strisaili and Villanova Strisaili",""
900998,1039520,"North of the Danube in Lower and Upper Austria and along the Danube Lowlands, south of the Danube. South-eastern Styria and province of Burgenland.",""
900998,1039529,"Královehradecký region (Labe river lowlands between Dvůr Králové nad Labem and Hradec Králové), West and Central Bohemia region (between Plzeň and Křivoklát, Berounka river drainage basin), Central Bohemia region (middle section of Vltava river, Orlík, Kamýk and Slapy přehrada), probably South Bohemia region (Třeboňsko Protected Landscape Area, Hořák in verb., 2005)   ",""
900998,1039530,Regional,""
900998,1039531,All country except on a few smaller islands,""
900998,1039542,Bretagne/Normandie/Poitou-Charentes,""
900998,1039545,Ramsar Wetland of Mikri Prespa,""
900998,1039550,"Several scattered populations in North and Central Italy, Fiume Ronco (prov. Forlì-Cesena), Parma, Ferrara, Friuli-Venezia Giulia, Monti Simbruini (east of Rome)",""
901000,1039558,All regions,""
901000,1039560,Hrelsinki region,""
901000,1039565,Crete,""
901000,1039569,"Scattered populations mostly in north and central Italy, mostly on the Tirrenic side of the country; Islands of Giglio, Gorgona Capraia, Ischia, Capri, Montecristo, Pianosa, Capraia, S. Nicola, S. Andrea. ",""
901000,1039570,Occurring especially in central-southern Sardinia and other 6 small surrounding islands.,""
901000,1039571,"Widespread in Sicily and 16 surrounding islands (among which  Ustica, Pantelleria, Linosa, Lampedusa, Eolie etc.).",""
901000,1039581,Regional,""
901000,1039593,"Canton: Genf, Jura, Wallis, Tessin, Neuenburg, Bern, Basel",""
901000,1039595,Common in most areas,""
901001,1039597,"Wien, Niederösterreich, Oberösterreich, Steiermark, Kärnten, Salzburg, Vorarlberg",""
901001,1039603,All regions,""
901001,1039606,Provence-Alpes-Côte-d’Azur/Languedoc-Roussillon/Rhône-Alpes ,""
901001,1039610,"Many scattered populations in Central and Northern Italy (Tuscany, Emilia, Umbria, including Elba, Capraia, Giglio and Zannone islands) and Alps (40 colonies)",""
901001,1039611,"Three populations: the most ancient one (Monte Albo, massiccio di Supramonte, Gennargentu-Mount Tonneri, Mount Fenalbu-Mount Orosei) and 2 subsequently introduced populations at Capo Figari (Olbia) and Asinara island. ",""
901001,1039612,Localised,""
901001,1039617,Local,""
901001,1039622,Tenerife,""
901001,1039625,Canton Wallis,""
901001,1039627,"Introduced onto offshore islands, local.",""
901008,1039634,Troodos mountains.,""
901008,1039636,Crete,""
901008,1039637,Widespread in the whole island,""
901012,1039645,Crete,""
901012,1039646,Widespread in the whole island,""
52841,1039022,"Many scattered and isolated populations in 34 provinces (33%) of the country. Populations mostly localised in Tuscany, Northern Appennines, coastal areas of Veneto, Tuscany and Lazio. ",""
52841,1039024,Occurring only in Palermo province. ,""
52858,1039073,"Widespread in Southern and Central Italy, up to Emilia Romagna, Liguria, Eastern Lombardia, Veneto",""
52858,1039074,Widespread in the whole island,""
52903,1039441,Crete,""
900969,1039487,Channel islands,""
901008,1039638,Scattered populations in Sicily and Marettimo. ,""
901535,1051810, Trade,""
50575,1051814,unknown,""
50575,1051815,Italy,""
50575,1051816,USA,""
50575,1051817,France?,""
900355,1051819,USA or Japan,""
50578,1051824,unknown,""
50578,1051827,Italy,""
50578,1051828,USA,""
50578,1051830,USA,""
50578,1051832,Italy,""
50578,1051833,France,""
50578,1051834,Italy,""
50579,1051836,unknown,""
50580,1051841,unknown,""
50580,1051843,unknown,""
50580,1051846,Belgium,""
50580,1051847,unknown,""
50582,1051858,?,""
50582,1051859,unknown,""
50582,1051861,unknown,""
50583,1051878,unknown,""
50583,1051880,Germany?,""
50584,1051885,unknown,""
50584,1051886,Italy,""
50584,1051888,unknown,""
50600,1051893,Unknown,""
901550,1051898,Unknown,""
50584,1051902,unknown,""
50584,1051904,Italy,""
50585,1051908,unknown,""
50585,1051909,unknown,""
50585,1051910,unknown,""
50586,1051918,?,""
50586,1051923,unknown,""
50587,1051934,unknown,""
50587,1051935,Unknown,""
50587,1051936,Unknown,""
900435,1051937,Unknown,""
900436,1051939,?,""
900436,1051940,Unknown,""
900436,1051941,Unknown,""
901546,1051942,?,""
900441,1051947,Unknown,""
900441,1051948,Unknown,""
900441,1051949,Unknown,""
900441,1051950,Unknown,""
900441,1051951,Unknown,""
900442,1051952,unknown,""
900442,1051953,unknown,""
900442,1051954,unknown,""
900442,1051955,unknown,""
900442,1051956,unknown,""
900442,1051957,unknown,""
900442,1051958,unknown,""
900442,1051959,unknown,""
900442,1051960,unknown,""
900443,1051962,?,""
900443,1051965,Unknown,""
50588,1051966,"USA, Canada",""
50588,1051967,?,""
50588,1051968,unknown,""
50588,1051969,unknown,""
50588,1051971,unknown,""
50588,1051975,Unknown,""
900449,1051980,Unknown,""
50589,1051981,?,""
50589,1051982,unknown,""
50590,1051984,Italy,""
50590,1051985,unknown,""
50590,1051988,Unknown,""
900453,1051990,unknown,""
900453,1051991,"Trade, Tourism",""
900453,1051993,Unknown,""
900454,1051996,unknown,""
900454,1051998,Unknown,""
50594,1052000,?,""
50594,1052001,unknown,""
50594,1052002,unknown,""
50594,1052006,Unknown,""
50595,1052008,"USA, Canada",""
50595,1052009,Unknown,""
901548,1052014,Unknown,""
901548,1052015,Unknown,""
50597,1052016,unknown,""
50597,1052017,unknown,""
50599,1052023,unknown,""
50599,1052024,unknown,""
50599,1052026,unknown,""
50601,1052035,?,""
50601,1052036,unknown,""
50601,1052041,unknown,""
50601,1052044,unknown,""
50601,1052047,Unknown,""
900481,1052049,Unknown,""
901552,1052050,Unknown,""
901552,1052051,Unknown,""
901552,1052052,Unknown,""
901552,1052053,Unknown,""
901552,1052054,Unknown,""
901552,1052055,Unknown,""
901552,1052056,Unknown,""
901552,1052057,Unknown,""
901552,1052058,Unknown,""
901552,1052059,Unknown,""
901552,1052060,Unknown,""
901552,1052061,Unknown,""
901552,1052062,Unknown,""
901552,1052063,Unknown,""
901552,1052064,Unknown,""
901552,1052065,Unknown,""
901552,1052066,Unknown,""
901552,1052067,Unknown,""
50604,1052074,unknown,""
50604,1052076,unknown,""
901566,1052085,Western North America,""
901566,1052086,?,""
901566,1052087,?,""
901566,1052088,unknown,""
901566,1052090,unknown,""
901566,1052091,unknown,""
901566,1052094,"USA, Canada",""
50604,1052100,Unknown,""
901555,1052105,unknown,""
900609,1052108,Spain?,""
50610,1052111,Central America?,""
50610,1052112,?,""
50610,1052113,unknown,""
50610,1052115,unknown,""
50610,1052118,Unknown,""
50611,1052122,Hungary?,""
50611,1052123,Estonia?,""
50611,1052127,unknown,""
50570,1051771,unknown,""
50570,1051773,unknown,""
50570,1051775,unknown,""
50570,1051777,unknown,""
50570,1051779,unknown,""
50573,1051786,unknown,""
50573,1051787,unknown,""
50573,1051790,unknown,""
50573,1051791,unknown,""
50573,1051792,Unknown,""
901532,1051800,unknown,""
901532,1051801,unknown,""
901534,1051806,Unknown,""
901534,1051807,Unknown,""
50574,1051808,unknown,""
50574,1051809,unknown,""
50579,1051840,Unknown,""
50580,1051848,Unknown,""
900405,1051851,unknown,""
900405,1051852,unknown,""
901540,1051853,North America,""
901543,1051882,unknown,""
50600,1051890,unknown,""
50600,1051896,Unknown,""
50585,1051907,North America,""
50585,1051912,Unknown,""
50586,1051915,France,""
50586,1051919,unknown,""
50586,1051921,unknown,""
50586,1051922,France,""
50586,1051932,Unknown,""
900463,1052010,Unknown,""
900463,1052011,Unknown,""
900463,1052012,Unknown,""
50598,1052022,Unknown,""
50600,1052030,unknown,""
50604,1052072,unknown,""
50604,1052095,unknown,""
50611,1052120,Unknown,""
50611,1052124,unknown,""
50570,1051774,unknown,""
50570,1051780,Unknown,""
901531,1051795,unknown,""
901531,1051796,unknown,""
901531,1051799,unknown,""
901599,1051802,unknown,""
901533,1051804,unknown,""
901537,1051813,Unknown,""
50576,1051818,unknown,""
901538,1051820,unknown,""
50579,1051835,"USA?, Canada?",""
901541,1051854,unknown,""
901541,1051855,unknown,""
901542,1051868,unknown,""
901542,1051870,unknown,""
901542,1051874,unknown,""
901542,1051876,Unknown,""
901600,1051883,?,""
50584,1051887,Italy,""
901550,1051897,unknown,""
901544,1051906,unknown,""
901559,1051913,unknown,""
901545,1051914,Unknown,""
900446,1051979,Unknown,""
901547,1052007,Unknown,""
901549,1052028,unknown,""
50601,1052039,unknown,""
50601,1052045,unknown,""
50604,1052075,unknown,""
901565,1052084,?,""
900521,1052101,?,""
900521,1052102,unknown,""
900521,1052103,?,""
900599,1052106,unknown,""
