idspecies,CN_name,CN_language,CN_sourceid
"22645","Ugrasbingel","Norwegian",
"22645","Vegvortemjølk ","Norwegian",
"22648","Acanthusblättrige Eberwurz","German",
"22649","Brokginst","Swedish",
"22649","Ertebusk ","Norwegian",
"22649","Häckkaragan","Swedish",
"22649","Imeläkurjenherne","Finnish",
"22649","Lakritsmelt ","Norwegian",
"22649","Lyckobladsbuske","Swedish",
"22649","Siperianhernepensas","Finnish",
"22649","Sötvedel","Swedish",
"22649","Sød Astragel","Danish",
"22649","Ærtebusk","Danish",
"22653","Alpe-Guldregn ","Danish",
"22653","Alpegullregn","Norwegian",
"22653","Alpgullregn","Swedish",
"22653","Fargeginst ","Norwegian",
"22653","Färgginst","Swedish",
"22653","Farve-Visse","Danish",
"22653","Gyvel ","Danish",
"22653","Gyvel ","Norwegian",
"22653","Harris","Swedish",
"22653","Jänönvihma","Finnish",
"22653","Kaljukultasade","Finnish",
"22653","Krypginst","Swedish",
"22653","Pensasväriherne ","Finnish",
"22658","Carpésium penché","French",
"22661","Almindelig Hvene","Danish",
"22661","Backtrift","Swedish",
"22661","Dunet Vejbred","Danish",
"22661","Dunkjempe","Norwegian",
"22661","Engelskgræs","Danish",
"22661","Engkvein","Norwegian",
"22661","Laukkaneilikka","Finnish",
"22661","Mellantrift","Swedish",
"22661","Nurmirölli","Finnish",
"22661","Rödkämpar","Swedish",
"22661","Rödven","Swedish",
"22661","Soikkoratamo","Finnish",
"22664","Narrow-leaved Cudweed","English",
"22668","Downy Safflower","English",
"22668","světlice vlnatá","Czech",
"22668","villainais saflors","Latvian",
"22668","Wolliger Saflor","German",
"22670","Enårig Galtetand ","Danish",
"22670","Gulsyska","Swedish",
"22670","Høj Skjolddrager ","Danish",
"22670","Keltapähkämö","Finnish",
"22670","Kiehkurasalvia ","Finnish",
"22670","Krans-Salvie","Danish",
"22670","Kranssalvia","Swedish",
"22670","Kranssalvie ","Norwegian",
"22670","Orientsvinerot ","Norwegian",
"22670","Skogssalvia","Swedish",
"22670","Stor frossört","Swedish",
"22676","Broad-leaved Cudweed","English",
"22680","açafrão-bastardo","Portuguese",
"22680","açafroa","Portuguese",
"22680","açafrol","Portuguese",
"22680","cártamo","Portuguese",
"22680","Carthame des teinturiers","French",
"22680","chamam açaflor","Spanish",
"22680","Echter Saflor","German",
"22680","Färber-Saflor","German",
"22680","Għosfor","Maltese",
"22680","Safflower","English",
"22680","Safran des teinturiers","French",
"22680","světlice barvířská","Czech",
"22680","Yalanci safran","Turkish",
"22684","Ager-Galtetand ","Danish",
"22684","Åkersyska","Swedish",
"22684","Lammeøre","Danish",
"22684","Lammeøyre","Norwegian",
"22684","Lammöron","Swedish",
"22684","Luddsyska","Swedish",
"22684","Nukkapähkämö","Finnish",
"22684","Praktbetonika","Swedish",
"22684","Rikkapähkämö ","Finnish",
"22684","Småsvinerot","Norwegian",
"22686","fészekvirágzatúfélefaj","Hungarian",
"22691","Blue Cupidone","English",
"22691","poblekla modrá","Czech",
"22693","Catananche jaune","French",
"22693","Cupidone jaune","French",
"22700","Gaillarde à grandes fleurs","French",
"22700","Große Kokardenblume","German",
"22720","Centaurée sans tige","French",
"22727","Centaurée d’Algérie","French",
"22728","smilt","Latvian",
"22730","évelő kokárdavirág","Hungarian",
"22730","Gaillarde","French",
"22730","Grannen-Kokardenblume","German",
"22732","Rough Star-thistle","English",
"22734","Centaurée rude","French",
"22735","Chaber drobnokoszyczkowy","Polish",
"22737","chrpa sikavice","Czech",
"22737","Red Star-thistle","English",
"22737","starain","Latvian",
"22737","Stern-Flockenblume","German",
"22743","Blod-Kløver","Danish",
"22743","Blodklöver","Swedish",
"22743","Blodkløver ","Norwegian",
"22743","Gul Kløver","Danish",
"22743","Jordklöver","Swedish",
"22743","Krabbekløver","Norwegian",
"22743","Pikkuapila ","Danish",
"22743","Pikkuapila ","Finnish",
"22743","Pikkuapila ","Norwegian",
"22743","Rentoapila","Finnish",
"22743","Trådklöver","Swedish",
"22743","Veriapila ","Finnish",
"22745","Centaurée Cinéraire","French",
"22746","ambreta","Portuguese",
"22746","Bleuet","French",
"22746","chrpa modrá","Czech",
"22746","ciano","Portuguese",
"22746","Cornflower","English",
"22746","fidalguinhos","Portuguese",
"22746","Fortiriltunge","Norwegian",
"22746","Fuglaertur ","Icelandic",
"22746","Gräsvial","Swedish",
"22746","Gul Fladbælg","Danish",
"22746","Gulskolm ","Norwegian",
"22746","Gulvial","Swedish",
"22746","Isomaite","Finnish",
"22746","Jordskolm","Norwegian",
"22746","Kärrvial","Swedish",
"22746","Knold-Fladbælg","Danish",
"22746","Knölvial","Swedish",
"22746","Kornblume","German",
"22746","Kær-Fladbælg","Danish",
"22746","lóios-de-jardim","Portuguese",
"22746","Mukulanätkelmä ","Finnish",
"22746","Mýraertur ","Icelandic",
"22746","Myrskolm ","Norwegian",
"22746","Niittynätkelmä ","Finnish",
"22746","Rantanätkelmä","Finnish",
"22746","Stor kärringtand","Swedish",
"22746","Sump-Kællingetand ","Danish",
"22756","chrpa bělavá","Czech",
"22756","hártyásfészkű imola","Hungarian",
"22759","Centaurée","French",
"22762","Zweifarben-Flockenblume","German",
"22764","Centaurée diffuse","French",
"22764","Chaber drobnogłówkowy","Polish",
"22764","chrpa rozkladitá","Czech",
"22764","laiuv jumikas","Estonian",
"22764","Šakotoji bajorė","Lithuanian",
"22764","skraj","Latvian",
"22764","Sparrige Flockenblume","German",
"22764","terpedt imola","Hungarian",
"22774","Centaurée décolorée","French",
"22774","kis imola*","Hungarian",
"22774","Lesser Star-thistle","English",
"22774","Verwaschene Flockenblume","German",
"22779","Dardar lavid","Hebrew (western characters)",
"22779","דרדר לביד","Hebrew (Hebrew characters)",
"22785","Centaurée à bractées hyalines","French",
"22786","Centaurée","French",
"22786","Centaurée d’Espagne","French",
"22786","Ibērijas dzelzene","Latvian",
"22786","Iberinė bajorė","Lithuanian",
"22791","Almindelig Kællingetand","Danish",
"22791","Blomsterlupin","Swedish",
"22791","Centaurée","French",
"22791","Foder-kællingetand","Danish",
"22791","Foderkärringtand","Swedish",
"22791","Hagelupin","Norwegian",
"22791","Hornut tyriltunga","Faeroese",
"22791","Kärringtand","Swedish",
"22791","Keltamaite","Finnish",
"22791","Komealupiini","Finnish",
"22791","Lúpína ","Icelandic",
"22791","Mangebladet Lupin ","Danish",
"22791","Sandlupin","Norwegian",
"22791","Sandlupin","Swedish",
"22791","Tiriltunge","Norwegian",
"22793","Blåluserm","Swedish",
"22793","Blålusern","Norwegian",
"22793","chrpa žlutokvětá","Czech",
"22793","Foder-Lucerne","Danish",
"22793","Giant Knapweed","English",
"22793","Gull-lusern","Norwegian",
"22793","Gullusern","Swedish",
"22793","Humle-Sneglebælg","Danish",
"22793","Humlelusern","Swedish",
"22793","Nurmimailanen","Finnish",
"22793","Segl-Sneglebælg","Danish",
"22793","Sinimailanen","Finnish",
"22793","Sirppimailanen","Finnish",
"22793","Snigleskolm","Norwegian",
"22798","chrpa maltská","Czech",
"22798","máltai imola","Hungarian",
"22798","Maltese Star-thistle","English",
"22800","Dvärgsötväppling","Swedish",
"22800","Hvid Stenkløver","Danish",
"22800","Høj Stenkløver","Danish",
"22800","Indisk Stenkløver","Danish",
"22800","Intianmesikkä ","Finnish",
"22800","Isomesikkä","Finnish",
"22800","Kvitsteinkløver ","Norwegian",
"22800","Mellanlusern","Swedish",
"22800","Orientsteinkløver","Norwegian",
"22800","Perennial Cornflower","English",
"22800","Stor sötväppling","Swedish",
"22800","Strandsteinkløver ","Norwegian",
"22800","Valkomesikkä ","Finnish",
"22800","Vit sötväppling","Swedish",
"22804","Centaurée de Nice","French",
"22805","chrpa ","Czech",
"22805","Schwarze Flockenblume","German",
"22808","Backklöver","Swedish",
"22808","Bakkekløver ","Norwegian",
"22808","Bjerg-Kløver","Danish",
"22808","Brun Kløver","Danish",
"22808","Brunklöver","Swedish",
"22808","Brunkløver","Norwegian",
"22808","Hvid-Kløver","Danish",
"22808","Hvítsmári ","Icelandic",
"22808","Kvitkløver","Norwegian",
"22808","Mäkiapila","Finnish",
"22808","Musta-apila","Finnish",
"22808","Puna-apila","Finnish",
"22808","Raudkløver","Norwegian",
"22808","Rauðsmári","Icelandic",
"22808","Reyðsmæra","Faeroese",
"22808","Rödklöver","Swedish",
"22808","Rød-Kløver","Danish",
"22808","Valkoapila","Finnish",
"22808","Vitklöver","Swedish",
"22812","chrpa ","Czech",
"22812","Ennetbirgische Flockenblume","German",
"22812","Schwaaerzliche Flockenblume","German",
"22812","Schwärzliche Flockenblume","German",
"22816","keleti imola","Hungarian",
"22818","Alsike-Kløver","Danish",
"22818","Alsikeapila","Finnish",
"22818","Alsikekløver ","Norwegian",
"22818","Ärttörne","Swedish",
"22818","Fuglevikke","Norwegian",
"22818","Gulltorn","Norwegian",
"22818","Hiirenvirna ","Finnish",
"22818","Kråkvicker","Swedish",
"22818","Liten alsikeklöver","Swedish",
"22818","Muse-Vikke","Danish",
"22818","Piikkiherne ","Finnish",
"22818","Smuk Kløver","Danish",
"22818","Tornblad","Danish",
"22818","Túnsmári","Icelandic",
"22818","Umfeðmingsgras ","Icelandic",
"22818","Vanlig alsikeklöver","Swedish",
"22821","Aitovirna","Finnish",
"22821","Buskvicker","Swedish",
"22821","Duvvicker","Swedish",
"22821","Giljaflækja","Icelandic",
"22821","Gjerdevikke","Norwegian",
"22821","Gul Vikke","Norwegian",
"22821","Gulvicker","Swedish",
"22821","Gærde-Vikke","Danish",
"22821","Häckvicker","Swedish",
"22821","Keltavirna","Finnish",
"22821","Krattvikke","Norwegian",
"22821","Peltovirvilä","Finnish",
"22821","Tofrøet Vikke","Danish",
"22821","Tofrøvikke","Norwegian",
"22823","Gaillarde jolie","French",
"22823","kokarda sli","Czech",
"22824","Centaurée bordée de noir","French",
"22824","Centaurée en deuil","French",
"22825","Centaurée","French",
"22826","Felsen-Flockenblume","German",
"22827","Ruthenische Flockenblume","German",
"22829","Centaurée à feuille de Saule","French",
"22831","dalmát imola változata","Hungarian",
"22833","Almindelig Ær","Danish",
"22833","Ärt","Swedish",
"22833","Busktörne","Swedish",
"22833","Dvärgserradella","Swedish",
"22833","Dvergserradella","Norwegian",
"22833","Ert","Norwegian",
"22833","Esparsett ","Norwegian",
"22833","Esparsett","Swedish",
"22833","Esparsette ","Danish",
"22833","Esparsetti ","Finnish",
"22833","Gul sötväppling","Swedish",
"22833","Herne ","Finnish",
"22833","Kääpiölinnunjalka","Finnish",
"22833","Liden Fugleklo","Danish",
"22833","Lækjesteinkløver","Norwegian",
"22833","Mark-Stenkløver ","Danish",
"22833","Piikkiorakko ","Finnish",
"22833","Rohtomesikkä","Finnish",
"22833","Stachelige Skabiosen-Flockenblume","German",
"22833","Strand-Krageklo","Danish",
"22833","Tornbeinurt","Norwegian",
"22837","chrpa žlutá","Czech",
"22837","kiirjas jumikas","Estonian",
"22837","Sonnenwend-Flockenblume","German",
"22837","Yellow Star-thistle","English",
"22844","Centaurée","French",
"22846","Giftig Kronvikke","Danish",
"22846","Gullklöver","Swedish",
"22846","Gullkløver","Norwegian",
"22846","Humle-Kløver","Danish",
"22846","Kelta-apila","Finnish",
"22846","Kirjonivelvirna","Finnish",
"22846","Kronvikke","Norwegian",
"22846","Lupinväppling","Swedish",
"22846","Revonpapu","Finnish",
"22846","Rijncentaurie","Dutch",
"22846","Robinia","Swedish",
"22846","Rosenkronill","Swedish",
"22846","skarain","Latvian",
"22846","Sommarlupin","Norwegian",
"22851","Centaurée","French",
"22855","Šiurkš","Lithuanian",
"22858","punktain","Latvian",
"22858","Taškuotoji galatelė","Lithuanian",
"22867","Bakketimian","Norwegian",
"22867","Betonie","Danish",
"22867","Betonie","Norwegian",
"22867","Bredbladet Timian","Danish",
"22867","Busuioc salbatic","Romanian",
"22867","Drue-Kortlæbe ","Danish",
"22867","Druvgamander","Swedish",
"22867","erva-da-moda","Portuguese",
"22867","Firtann","Norwegian",
"22867","Galinsoga à petites fleurs","French",
"22867","Galinsoga comune","Italian",
"22867","Galinsoga kitnat-prahim","Hebrew (western characters)",
"22867","Gallant Soldier","English",
"22867","Humlesuga","Swedish",
"22867","Kaal knopkruid","Dutch",
"22867","kicsiny gombvirág","Hungarian",
"22867","Klase-Kortlæbe","Danish",
"22867","Kleinbluetiges Franzosenkraut","German",
"22867","Kleinbluetiges Knopfkraut","German",
"22867","Kleinblütiges Knopfkraut","German",
"22867","Lundgamander","Swedish",
"22867","Nurmiajuruoho","Finnish",
"22867","paljas võõrkakar","Estonian",
"22867","pěťour maloúborný","Czech",
"22867","Rohtopähkämö","Finnish",
"22867","sīkziedu sīkgalvīte","Latvian",
"22867","Small flowered galinsoga","English",
"22867","Smulkiažiedė galinsoga","Lithuanian",
"22867","Stortimjan","Swedish",
"22867","Żółtlica drobnokwiatowa","Polish",
"22867","גלינסוגה קטנת פרחי","Hebrew (Hebrew characters)",
"22875","Almindelig Timian","Danish",
"22875","Backtimjan","Swedish",
"22875","Blakstienotoji galinsoga","Lithuanian",
"22875","borzas gombvirág","Hungarian",
"22875","Galinsoga cilié","French",
"22875","Harig knopkruid","Dutch",
"22875","Kangasajuruoho","Finnish",
"22875","karvane võõrkakar","Estonian",
"22875","Kirjopikarililja","Finnish",
"22875","Kryddertimian","Norwegian",
"22875","Kryddtimjan","Swedish",
"22875","Kungsängslilja","Swedish",
"22875","matain","Latvian",
"22875","pěťour srstnatý","Czech",
"22875","Rutelilje","Norwegian",
"22875","Shaggy Soldier","English",
"22875","Smalbladet Timian","Danish",
"22875","Smaltimian","Norwegian",
"22875","Tarha-ajuruoho","Finnish",
"22875","Vibeæg","Danish",
"22885","Behaartes Knopfkraut","German",
"22885","Bewimpertes Knopfkraut","German",
"22885","Borstiges Franzosenkraut","German",
"22885","Galingosa cilié","French",
"22885","Galinsoga ispida","Italian",
"22885","Galinsoga velu","French",
"22885","Hairy galinsoga","English",
"22885","Żółtlica włochata","Polish",
"22902","Cotonnière d'Amérique","French",
"22909","Cotonnière en faux","French",
"22913","Canapicchia pensilvanica","Italian",
"22913","Lavdan pensylvani","Hebrew (western characters)",
"22913","לבדן פנסילבני","Hebrew (Hebrew characters)",
"22924","American Cudweed","English",
"22932","Gazanie","French",
"22932","Treasureflower","English",
"22952","Ager-Guldstjerne","Danish",
"22952","Ängsvårlök","Swedish",
"22952","Brand-Lilje","Danish",
"22952","Brandlilja","Swedish",
"22952","Brannlilje","Norwegian",
"22952","Dvärgvårlök","Swedish",
"22952","Eng-Guldstjerne","Danish",
"22952","Enggullstjerne","Norwegian",
"22952","Liden Guldstjerne","Danish",
"22952","Liden Guldstjerne","Norwegian",
"22952","Luddvårlök","Swedish",
"22952","Pikkukäenrieska","Finnish",
"22952","Puistokäenrieska","Finnish",
"22952","Ruskolilja","Finnish",
"22955","Almindelig Hør","Danish",
"22955","Cotonnière des fanges","French",
"22955","Gnaphale des fanges","French",
"22955","Gnaphale des marais","French",
"22955","Klipplin","Swedish",
"22955","Krans-Lilje","Danish",
"22955","Krollilja","Swedish",
"22955","Krøll-lilje","Norwegian",
"22955","Lin","Norwegian",
"22955","Lin","Swedish",
"22955","Peltopellava","Finnish",
"22955","Tigerlilja","Swedish",
"22955","Tiikerililja","Finnish",
"22955","Varjolilja","Finnish",
"22955","Vild Tulipan","Danish",
"22955","Vildtulpan","Swedish",
"22955","Villtulipan ","Norwegian",
"22955","Østrigsk Hør","Danish",
"22958","Cape Cudweed","English",
"22958","Cotonnière ondulée","French",
"22958","Gnaphale ondulé","French",
"22962","atskabargain","Latvian",
"22962","Geltonoji grindelija","Lithuanian",
"22962","grindelie rozkladitá","Czech",
"22962","Großblütige Grindelie","German",
"22962","gyantásgyom","Hungarian",
"22962","izspūrusi grindēlija","Latvian",
"22962","konks-vaiguvaak","Estonian",
"22966","Coastal Gumplant","English",
"22968","Abessinisches Ramtillkraut","German",
"22968","Guizotia","Italian",
"22968","Guizotia tzarat-alim","Hebrew (western characters)",
"22968","mastňák habešský","Czech",
"22968","Niger","English",
"22968","Niger","French",
"22968","Nigersaat","German",
"22968","גיזוטיה צרת עלי","Hebrew (Hebrew characters)",
"22974","vízibojt","Hungarian",
"22985","Scaly Hawkbit","English",
"22990","Hélénium","French",
"22990","Herbst-Sonnenbraut","German",
"22990","Sneezeweed","English",
"22993","Hélénium","French",
"22996","Blühfreudige Sonnenblume","German",
"22996","Hélianthe vivace","French",
"22996","őszi napraforgó","Hungarian",
"22996","Perennial Sunflower","English",
"22996","Słonecznik jaskrawy","Polish",
"23009","sokvirágú napraforgó*","Hungarian",
"23016","kekenylevelű napraforgó","Hungarian",
"23017","Aycicegi","Turkish",
"23017","Einjaehrige Sonnenblume","German",
"23017","Gewöhnliche Sonnenblume","German",
"23017","Girasole comune","Italian",
"23017","girassol","Portuguese",
"23017","girassol","Spanish",
"23017","Hamanit metzuya","Hebrew (western characters)",
"23017","ilios","Greek",
"23017","közönséges napraforgó","Hungarian",
"23017","slune","Czech",
"23017","Sunflower","English",
"23017","Tournesol","French",
"23017","חמנית מצויה","Hebrew (Hebrew characters)",
"23026","Lęšinė saulėgrąža","Lithuanian",
"23029","kislevelű napraforgó","Hungarian",
"23033","Gurkenblättrige Sonnenblume","German",
"23033","Hélianthe","French",
"23039","Słonecznik dziesięciopłatkowy","Polish",
"23039","Zehnzipfelige Sonnenblume","German",
"23041","Girasole selvatico","Italian",
"23041","Gråmalva","Swedish",
"23041","Harmaamalvikki","Finnish",
"23041","Hélianthe raide","French",
"23041","Kelta-aulio","Finnish",
"23041","Kinajute ","Danish",
"23041","Linderose","Norwegian",
"23041","Lindmalva","Swedish",
"23041","Moskus-Katost","Danish",
"23041","Moskuskattost","Norwegian",
"23041","Myskimalva","Finnish",
"23041","Myskmalva","Swedish",
"23041","Poppelrose","Norwegian",
"23041","Smalbladet kattehale ","Danish",
"23041","Steife Sonnenblume","German",
"23050","napraforgófaj","Hungarian",
"23058","Blattstiel-Sonnenblume","German",
"23058","Ilgakotė saulėgrąža","Lithuanian",
"23058","Lesser Sunflower","English",
"23058","slune","Czech",
"23060","érdes napraforgó","Hungarian",
"23060","Šiurkš","Lithuanian",
"23060","slune","Czech",
"23060","Steife Sonnenblume","German",
"23064","fűzlevelű napraforgó","Hungarian",
"23064","slune","Czech",
"23068","Grakš","Lithuanian",
"23068","nagylevelű napraforgó","Hungarian",
"23070","Aardpeer","Dutch",
"23070","aguaturma","Spanish",
"23070","alcachofa de Jerusalén","Spanish",
"23070","Artiċiok","Maltese",
"23070","bumbuļu topinambūrs","Latvian",
"23070","castaña de tierra","Spanish",
"23070","Erdbirne","German",
"23070","Girasole del Canadà","Italian",
"23070","Gumbinė saulėgrąža","Lithuanian",
"23070","Jerusalem artichoke","English",
"23070","kolokasi","Greek",
"23070","maapirn","Estonian",
"23070","marenquera","Spanish",
"23070","margarita grande","Spanish",
"23070","Napi porcesti","Romanian",
"23070","nyamera","Spanish",
"23070","pataca","Spanish",
"23070","patata de caña","Spanish",
"23070","patata de canya","Spanish",
"23070","patata de palo","Spanish",
"23070","slune","Czech",
"23070","Słonecznik bulwiasty","Polish",
"23070","Topinambour","French",
"23070","Topinambur","German",
"23070","Topinambur","Italian",
"23070","Topinambur","Romanian",
"23070","topinambur","Spanish",
"23070","topinambūrs","Latvian",
"23070","tupinambo","Spanish",
"23070","turma de agua","Spanish",
"23070","vadcsicsóka (incl. sokvirágú n.)","Hungarian",
"23070","venadillo","Spanish",
"23070","Yerelmasi","Turkish",
"23076","Almindelig Katost","Danish",
"23076","Apotekarkattost","Norwegian",
"23076","Dvergkattost","Norwegian",
"23076","Katinjuustomalva","Finnish",
"23076","Kiiltomalva","Finnish",
"23076","Kranskattost","Norwegian",
"23076","Kransmalva","Swedish",
"23076","Kylämalva","Finnish",
"23076","Liden Katost","Danish",
"23076","Poimulehtinen malva","Finnish",
"23076","Rödmalva","Swedish",
"23076","Rundbladet Katost","Danish",
"23076","Skär kattost","Swedish",
"23076","Småkattost","Norwegian",
"23076","Vit kattost","Swedish",
"23080","Garten-Strohblume","German",
"23080","kerti szalmavirág","Hungarian",
"23084","Immortelle fétide","French",
"23084","perpétua-fétida","Spanish",
"23084","perpétuas-féticas","Portuguese",
"23084","traqueiro","Portuguese",
"23088","Immortelle d'Orient","French",
"23090","Immortelle","French",
"23090","sempre-noiva-das-floristas","Portuguese",
"23094","Immortelle","French",
"23094","Immortelle commune","French",
"23094","Immortelle jaune","French",
"23095","janeba drsná","Czech",
"23095","kopasz napszemvirág","Hungarian",
"23095","Sonnenauge","German",
"23097","Šiurkštusis saulakis","Lithuanian",
"23104","Tiyonit ha'holot","Hebrew (western characters)",
"23104","טיונית החולות","Hebrew (Hebrew characters)",
"23116","Stengelomvattend havikskruid","Dutch",
"23146","Porcelle à soies courtes","French",
"23146","Porcelle de l'Etna","French",
"23153","Alaskadunört","Swedish",
"23153","Alaskamjølke","Norwegian",
"23153","Blygmjølke","Norwegian",
"23153","Grendunört","Swedish",
"23153","Hvid Dueurt","Danish",
"23153","Karvahorsma","Finnish",
"23153","Lådden Dueurt","Danish",
"23153","Lännenhorsma ","Finnish",
"23153","Rosendunört","Swedish",
"23153","Rusohorsma ","Finnish",
"23153","Stormjølke","Norwegian",
"23153","Vaalea-amerikanhorsma ","Finnish",
"23153","Vit dunört","Swedish",
"23157","Helokki","Finnish",
"23157","Kantdunört","Swedish",
"23157","Kantmjølke","Norwegian",
"23157","Klittnattljus (oakesiana)","Swedish",
"23157","Nattljus","Swedish",
"23157","Nattlys","Norwegian",
"23157","Särmähorsma","Finnish",
"23157","Strävt nattljus ","Swedish",
"23157","Toårigt Natlys","Danish",
"23161","aedvaak","Estonian",
"23161","Didysis debesylas","Lithuanian",
"23161","Echter Alant","German",
"23161","Elecampane","English",
"23161","Grande Aunée","French",
"23161","helēniju ","Latvian",
"23161","Jättenattljus","Swedish",
"23161","Knärot","Swedish",
"23161","Knerot ","Norwegian",
"23161","Knærod ","Danish",
"23161","oman pravý","Czech",
"23161","Oman wielki","Polish",
"23161","Pohjanhelokki ","Finnish",
"23161","Pricknattljus","Swedish",
"23161","Smalt nattljus","Swedish",
"23161","Täplähelokki ","Finnish",
"23161","Yövilkka ","Finnish",
"23170","Dagišlapė grūstė","Lithuanian",
"23170","Ive à feuilles de Lampourde","French",
"23170","Iwa rzepieniolistna","Polish",
"23170","kõrge säsikas","Estonian",
"23170","Marsh-elder","English",
"23170","parlagi rézgyom","Hungarian",
"23170","pouva řepňolistá","Czech",
"23170","Rispenkraut","German",
"23170","smaillapu skarziede","Latvian",
"23170","Spitzklettenblättrige Schlagkraut","German",
"23180","Daugiametė salota","Lithuanian",
"23182","Garden Lettuce","English",
"23182","Garten-Salat","German",
"23182","kerti saláta","Hungarian",
"23182","Laitue","French",
"23182","Laitue cultivée","French",
"23182","locika setá","Czech",
"23182","Marul","Turkish",
"23182","Salade","French",
"23182","Salata","Turkish",
"23182","Sėjamoji salota","Lithuanian",
"23185","Berberis-Gyvelkvæler","Danish",
"23185","Berberiss-snylterot","Norwegian",
"23185","Berberissnyltrot","Swedish",
"23185","Bergflette-snylterot ","Norwegian",
"23185","Flueblomst","Danish",
"23185","Flugblomster","Swedish",
"23185","Flugeblom","Norwegian",
"23185","Kimalaisorho","Finnish",
"23185","Klöversnyltrot","Swedish",
"23185","Kløver-Gyvelkvæler","Danish",
"23185","kompasa sal","Latvian",
"23185","Kompasinė salota","Lithuanian",
"23185","locika kompasová","Czech",
"23185","Murgrönssnyltrot","Swedish",
"23185","noollehine salat","Estonian",
"23185","Prickly Lettuce","English",
"23185","Vedbend-Gyvelkvæler","Danish",
"23189","Sibīrijas sal","Latvian",
"23192","Almindelig Havre","Danish",
"23192","Amerikantörökki","Finnish",
"23192","Blue Lettuce","English",
"23192","Busthavre","Norwegian",
"23192","Havre","Norwegian",
"23192","Havre","Swedish",
"23192","locika tatarská","Czech",
"23192","Opret Hejre","Danish",
"23192","Peltokaura","Finnish",
"23192","Pur-Havre","Danish",
"23192","Purrhavre","Swedish",
"23192","Pystykattara","Finnish",
"23192","Radegræs","Danish",
"23192","Radgras","Norwegian",
"23192","Radgräs","Swedish",
"23192","Rakfaks","Norwegian",
"23192","Raklosta","Swedish",
"23192","Sałata tatarska","Polish",
"23192","Tataren-Lattich","German",
"23192","Tataren-Milchlattich","German",
"23192","tatari piimikas","Estonian",
"23192","Tatarij","Latvian",
"23192","Totorinė salota","Lithuanian",
"23192","Ukonkaura","Finnish",
"23203","Gifsla","Dutch",
"23203","locika jedovatá","Czech",
"23203","mérges saláta","Hungarian",
"23204","Drüsiger Gewöhnlicher Rainkohl","German",
"23204","kapustka obecná","Czech",
"23208","Keltamo","Finnish",
"23208","Klöveroxalis","Swedish",
"23208","Krypgaukesyre","Norwegian",
"23208","Krypoxalis","Swedish",
"23208","Nedliggende Surkløver","Danish",
"23208","Nurmikäenkaali","Finnish",
"23208","Prärieoxalis","Swedish",
"23208","Pystykäenkaali","Finnish",
"23208","Rank Surkløver","Danish",
"23208","Skelört","Swedish",
"23208","Sommarnunneört","Swedish",
"23208","Stivgaukesyre","Norwegian",
"23208","Svaleurt","Danish",
"23208","Svaleurt","Norwegian",
"23208","Tarhakäenkaali","Finnish",
"23210","Lampsane intermédiaire","French",
"23210","Lapsane intermédiaire","French",
"23215","Fänrikshjärta","Swedish",
"23215","Hagelerkespore","Norwegian",
"23215","Jalokiurunkannus","Finnish",
"23215","Jordrök","Swedish",
"23215","Jordrøyk","Norwegian",
"23215","Langstilket Lærkespore","Danish",
"23215","Læge-Jordrøg","Danish",
"23215","Peltoemäkki","Finnish",
"23215","Pystykiurunkannus","Finnish",
"23215","Sibirisk Lærkespore","Danish",
"23215","Sibirisk nunneört","Swedish",
"23215","Sibirlerkespore ","Norwegian",
"23215","Stor nunneört","Swedish",
"23217","Engelsk vallmo","Swedish",
"23217","Garðasól","Icelandic",
"23217","Hietaunikko","Finnish",
"23217","Klubbevallmue","Norwegian",
"23217","Kølle-Valmue ","Danish",
"23217","Löjtnantshjärta","Swedish",
"23217","Sibirisk vallmo","Swedish",
"23217","Sibirisk Valmue","Danish",
"23217","Sibirvalmue","Norwegian",
"23217","Siperianunikko","Finnish",
"23217","Spikvallmo","Swedish",
"23220","plesnivec alpský","Czech",
"23221","Matricaire dorée","French",
"23223","Autumn Oxeye","English",
"23223","Leucanthémelle tardive","French",
"23223","luhovnice pozdní","Czech",
"23223","Spätblühende Margerite","German",
"23223","Späte Wucherblume","German",
"23231","Shasta Daisy","English",
"23243","Sumpf-Margerite","German",
"23249","Brakkvalmue","Norwegian",
"23249","Greinkjempe","Norwegian",
"23249","Grenet Vejbred","Danish",
"23249","Gul lerkespore","Norwegian",
"23249","Gul Lærkespore","Danish",
"23249","Gul nunneört","Swedish",
"23249","Gærde-Valmue","Danish",
"23249","Haarovaratamo","Finnish",
"23249","Jättevallmo","Swedish",
"23249","Keltakiurunkannus","Finnish",
"23249","Korn-Valmue","Danish",
"23249","Kornvallmo","Swedish",
"23249","Kornvalmue","Norwegian",
"23249","malmequer-bravo","Spanish",
"23249","Marguerite","French",
"23249","Marguerite commune","French",
"23249","Oopiumiunikko","Finnish",
"23249","Opievallmo","Swedish",
"23249","Opium-Valmue","Danish",
"23249","Opiumvalmue","Norwegian",
"23249","Rågvallmo","Swedish",
"23249","Ruisunikko","Finnish",
"23249","Sandkämpar","Swedish",
"23249","Silkkiunikko","Finnish",
"23253","Åkergroblad","Swedish",
"23253","Fliget-Vejbred","Danish",
"23253","Flikkjempe","Norwegian",
"23253","Gårdsgroblad","Swedish",
"23253","Glat Vejbred","Danish",
"23253","Groblad","Norwegian",
"23253","Græðisúra","Icelandic",
"23253","Heinäratamo","Finnish",
