idspecies,ideunis,sourceid,habitat,level,belongsto,notes
51438,J1,,"Buildings of cities, towns and villages",2,J,J1
51438,J1,17009,"Buildings of cities, towns and villages",2,J,
51439,I2,,Cultivated areas of gardens and parks,2,I,"I2, J100"
51439,I2,17616,Cultivated areas of gardens and parks,2,I,
51439,J100,,Greenhouse (added 21oct2005),2,J,"I2, J100"
51439,J100,17616,Greenhouse (added 21oct2005),2,J,
51440,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,"I, J6"
51440,I,16857,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51440,J6,,Waste deposits,2,J,"I, J6"
51441,J1,,"Buildings of cities, towns and villages",2,J,J1
51441,J1,16857,"Buildings of cities, towns and villages",2,J,
51442,F,,"Heathland, scrub and tundra habitats",1,,"I2, F"
51442,I2,,Cultivated areas of gardens and parks,2,I,"I2, F"
51442,I2,17361,Cultivated areas of gardens and parks,2,I,
51443,J,,"Constructed, industrial and other artificial habitats",1,,J
51443,J,16728,"Constructed, industrial and other artificial habitats",1,,
51444,G,,Woodland and forest habitats and other wooded land,1,,"I2, G"
51444,I2,,Cultivated areas of gardens and parks,2,I,"I2, G"
51444,I2,17324,Cultivated areas of gardens and parks,2,I,
51445,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,"I, J6"
51445,I,16728,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51445,J6,,Waste deposits,2,J,"I, J6"
51446,G,,Woodland and forest habitats and other wooded land,1,,"G, J1"
51446,J1,,"Buildings of cities, towns and villages",2,J,"G, J1"
51447,J1,,"Buildings of cities, towns and villages",2,J,"J1, J6"
51447,J1,16857,"Buildings of cities, towns and villages",2,J,
51447,J6,,Waste deposits,2,J,"J1, J6"
51448,J1,,"Buildings of cities, towns and villages",2,J,"J1, J6"
51448,J1,16857,"Buildings of cities, towns and villages",2,J,
51448,J6,,Waste deposits,2,J,"J1, J6"
51449,J1,,"Buildings of cities, towns and villages",2,J,"J1, J6"
51449,J1,16857,"Buildings of cities, towns and villages",2,J,
51449,J6,,Waste deposits,2,J,"J1, J6"
51450,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,I
51450,I,18171,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51451,F3,,Temperate and mediterranean-montane scrub,2,F,F3
51452,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,I
51452,I,17744,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51453,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,"I, J"
51453,I,16728,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51453,J,,"Constructed, industrial and other artificial habitats",1,,"I, J"
51454,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,I
51454,I,17803,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51455,J6,,Waste deposits,2,J,J6
51456,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,I
51456,I,17744,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51456,J100,,Greenhouse (added 21oct2005),2,J,J100
51456,J100,17364,Greenhouse (added 21oct2005),2,J,
51457,B,,Coastal habitats,1,,B
51458,G1,,Broadleaved deciduous woodland,2,G,G1
51458,J1,,"Buildings of cities, towns and villages",2,J,J1
51458,J1,16857,"Buildings of cities, towns and villages",2,J,
51459,G1,,Broadleaved deciduous woodland,2,G,G1
51459,J1,,"Buildings of cities, towns and villages",2,J,J1
51459,J1,16857,"Buildings of cities, towns and villages",2,J,
51460,I2,,Cultivated areas of gardens and parks,2,I,I2
51460,I2,17744,Cultivated areas of gardens and parks,2,I,
51460,J100,,Greenhouse (added 21oct2005),2,J,J100
51460,J100,17744,Greenhouse (added 21oct2005),2,J,
51461,G1,,Broadleaved deciduous woodland,2,G,G1
51461,J1,,"Buildings of cities, towns and villages",2,J,J1
51461,J1,16728,"Buildings of cities, towns and villages",2,J,
51462,G,,Woodland and forest habitats and other wooded land,1,,"I2, G"
51462,I2,,Cultivated areas of gardens and parks,2,I,"I2, G"
51462,I2,17325,Cultivated areas of gardens and parks,2,I,
51463,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,"I, J6"
51463,I,16728,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51463,J6,,Waste deposits,2,J,"I, J6"
51464,F,,"Heathland, scrub and tundra habitats",1,,"G, I2, F"
51464,G,,Woodland and forest habitats and other wooded land,1,,"G, I2, F"
51464,G,17744,Woodland and forest habitats and other wooded land,1,,
51464,I2,,Cultivated areas of gardens and parks,2,I,"G, I2, F"
51465,G,,Woodland and forest habitats and other wooded land,1,,"G,I2"
51465,G,16857,Woodland and forest habitats and other wooded land,1,,
51465,G1,,Broadleaved deciduous woodland,2,G,G1
51465,I2,,Cultivated areas of gardens and parks,2,I,"G,I2"
51466,G,,Woodland and forest habitats and other wooded land,1,,"I2, G"
51466,I2,,Cultivated areas of gardens and parks,2,I,"I2, G"
51466,I2,17744,Cultivated areas of gardens and parks,2,I,
51467,G,,Woodland and forest habitats and other wooded land,1,,G
51467,I2,,Cultivated areas of gardens and parks,2,I,I2
51467,I2,16839,Cultivated areas of gardens and parks,2,I,
51467,J,16842,"Constructed, industrial and other artificial habitats",1,,
51468,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,"I, J"
51468,I,16728,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51468,J,,"Constructed, industrial and other artificial habitats",1,,"I, J"
51470,G3,,Coniferous woodland,2,G,G3
51471,J1,,"Buildings of cities, towns and villages",2,J,J1
51472,J1,,"Buildings of cities, towns and villages",2,J,J1
51473,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,"I, J6"
51473,I,16728,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51473,J,,"Constructed, industrial and other artificial habitats",1,,"J, J6"
51473,J,16728,"Constructed, industrial and other artificial habitats",1,,
51473,J6,,Waste deposits,2,J,"J, J6"
51474,G,,Woodland and forest habitats and other wooded land,1,,G
51474,G,17856,Woodland and forest habitats and other wooded land,1,,
51476,J1,,"Buildings of cities, towns and villages",2,J,J1
51476,J1,17531,"Buildings of cities, towns and villages",2,J,
51477,J1,,"Buildings of cities, towns and villages",2,J,J1
51477,J1,16728,"Buildings of cities, towns and villages",2,J,
51478,FA,,Hedgerows,2,F,"I2, FA, FB"
51478,FB,,Shrub plantations,2,F,"I2, FA, FB"
51478,I2,,Cultivated areas of gardens and parks,2,I,"I2, FA, FB"
51479,J6,,Waste deposits,2,J,J6
51480,J,,"Constructed, industrial and other artificial habitats",1,,J
51480,J,16857,"Constructed, industrial and other artificial habitats",1,,
51481,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,"I, J"
51481,I,16728,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51481,J,,"Constructed, industrial and other artificial habitats",1,,"I, J"
51482,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,"I,J"
51482,I,16857,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51482,J,,"Constructed, industrial and other artificial habitats",1,,"I,J"
51483,G,,Woodland and forest habitats and other wooded land,1,,"J1, J6, G"
51483,J1,,"Buildings of cities, towns and villages",2,J,"J1, J6, G"
51483,J1,16857,"Buildings of cities, towns and villages",2,J,
51483,J6,,Waste deposits,2,J,"J1, J6, G"
51484,G1,,Broadleaved deciduous woodland,2,G,G1
51484,G1,17856,Broadleaved deciduous woodland,2,G,
51485,J1,,"Buildings of cities, towns and villages",2,J,J1
51485,J1,16857,"Buildings of cities, towns and villages",2,J,
51486,G1,,Broadleaved deciduous woodland,2,G,"J1, G1"
51486,J1,,"Buildings of cities, towns and villages",2,J,"J1, G1"
51486,J1,16728,"Buildings of cities, towns and villages",2,J,
51487,J,,"Constructed, industrial and other artificial habitats",1,,J 
51487,J,16728,"Constructed, industrial and other artificial habitats",1,,
51488,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,"I, J1, J6"
51488,I,16728,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51488,J1,,"Buildings of cities, towns and villages",2,J,"I, J1, J6"
51488,J6,,Waste deposits,2,J,"I, J1, J6"
51489,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,"I, J6"
51489,I,16728,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51489,J6,,Waste deposits,2,J,"I, J6"
51490,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,"I, J6"
51490,I,16728,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51490,J6,,Waste deposits,2,J,"I, J6"
51491,G,,Woodland and forest habitats and other wooded land,1,,"G, I, J"
51491,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,"G, I, J"
51491,J,,"Constructed, industrial and other artificial habitats",1,,"G, I, J"
51492,G,,Woodland and forest habitats and other wooded land,1,,"G, I, J"
51492,G,16728,Woodland and forest habitats and other wooded land,1,,
51492,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,"G, I, J"
51492,J,,"Constructed, industrial and other artificial habitats",1,,"G, I, J"
51493,G,,Woodland and forest habitats and other wooded land,1,,"G, I2"
51493,G,16857,Woodland and forest habitats and other wooded land,1,,
51493,I2,,Cultivated areas of gardens and parks,2,I,"G, I2"
51494,I2,,Cultivated areas of gardens and parks,2,I,I2
51495,F7,,"Spiny Mediterranean heaths (phrygana, hedgehog-heaths and related coastal cliff vegetation)",2,F,F7
51495,I2,16905,Cultivated areas of gardens and parks,2,I,
51495,J100,,Greenhouse (added 21oct2005),2,J,J100
51496,I,17349,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51496,J100,,Greenhouse (added 21oct2005),2,J,J100
51497,B,,Coastal habitats,1,,B
51497,B,16857,Coastal habitats,1,,
51498,J1,,"Buildings of cities, towns and villages",2,J,J1
51498,J1,16728,"Buildings of cities, towns and villages",2,J,
51499,E,,Grassland and tall forb habitats,1,,E
51499,E,16728,Grassland and tall forb habitats,1,,
51500,J1,,"Buildings of cities, towns and villages",2,J,J1
51500,J1,18231,"Buildings of cities, towns and villages",2,J,
51501,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,"I,J1"
51501,J1,,"Buildings of cities, towns and villages",2,J,"I,J1"
51502,E,,Grassland and tall forb habitats,1,,"E, I2"
51502,I2,,Cultivated areas of gardens and parks,2,I,"E, I2"
51503,H,,Inland unvegetated or sparsely vegetated habitats,1,,H
51503,H,16728,Inland unvegetated or sparsely vegetated habitats,1,,
51504,F,,"Heathland, scrub and tundra habitats",1,,F
51504,G3,,Coniferous woodland,2,G,G3
51505,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,"I, J"
51505,I,17212,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51505,J,,"Constructed, industrial and other artificial habitats",1,,"I, J"
51506,E,,Grassland and tall forb habitats,1,,"J1, J6, E"
51506,J1,,"Buildings of cities, towns and villages",2,J,"J1, J6, E"
51506,J6,,Waste deposits,2,J,"J1, J6, E"
51507,E,,Grassland and tall forb habitats,1,,"J1, E"
51507,J1,,"Buildings of cities, towns and villages",2,J,"J1, E"
51508,E,,Grassland and tall forb habitats,1,,"J1, I2, E"
51508,I2,,Cultivated areas of gardens and parks,2,I,"J1, I2, E"
51508,J1,,"Buildings of cities, towns and villages",2,J,"J1, I2, E"
51508,J1,17829,"Buildings of cities, towns and villages",2,J,
51509,E,,Grassland and tall forb habitats,1,,"J1, E"
51509,J1,,"Buildings of cities, towns and villages",2,J,"J1, E"
51510,E,,Grassland and tall forb habitats,1,,"J1, E"
51510,J1,,"Buildings of cities, towns and villages",2,J,"J1, E"
51511,G,,Woodland and forest habitats and other wooded land,1,,"J1, J6, G"
51511,J1,,"Buildings of cities, towns and villages",2,J,"J1, J6, G"
51511,J1,16536,"Buildings of cities, towns and villages",2,J,
51511,J6,,Waste deposits,2,J,"J1, J6, G"
51512,FA,,Hedgerows,2,F,"I2, FA, FB"
51512,FB,,Shrub plantations,2,F,"I2, FA, FB"
51512,I2,,Cultivated areas of gardens and parks,2,I,"I2, FA, FB"
51512,I2,16857,Cultivated areas of gardens and parks,2,I,
51513,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,I
51513,I,16857,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51513,J,,"Constructed, industrial and other artificial habitats",1,,J
51513,J,16728,"Constructed, industrial and other artificial habitats",1,,
51514,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,"I, J1"
51514,I,16857,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51514,J1,,"Buildings of cities, towns and villages",2,J,"I, J1"
51515,G,,Woodland and forest habitats and other wooded land,1,,"G, J6"
51515,G,17178,Woodland and forest habitats and other wooded land,1,,
51515,J6,,Waste deposits,2,J,"G, J6"
51516,E5,,Woodland fringes and clearings and tall forb stands,2,E,"E5, J6"
51516,J6,,Waste deposits,2,J,"E5, J6"
51517,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,I
51517,I,16857,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51518,G1,,Broadleaved deciduous woodland,2,G,"G1, I2"
51518,G1,18065,Broadleaved deciduous woodland,2,G,
51518,I2,,Cultivated areas of gardens and parks,2,I,"G1, I2"
51519,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,"I, J6"
51519,I,17960,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51519,J6,,Waste deposits,2,J,"I, J6"
51520,J1,,"Buildings of cities, towns and villages",2,J,J1
51520,J1,16269,"Buildings of cities, towns and villages",2,J,
51520,J100,,Greenhouse (added 21oct2005),2,J,J100
51520,J100,18009,Greenhouse (added 21oct2005),2,J,
51521,J100,,Greenhouse (added 21oct2005),2,J,J100
51521,J100,17856,Greenhouse (added 21oct2005),2,J,
51522,J1,,"Buildings of cities, towns and villages",2,J,J1
51522,J1,16728,"Buildings of cities, towns and villages",2,J,
51524,J1,,"Buildings of cities, towns and villages",2,J,J1
51524,J1,16728,"Buildings of cities, towns and villages",2,J,
51525,J1,,"Buildings of cities, towns and villages",2,J,J1
51525,J1,16728,"Buildings of cities, towns and villages",2,J,
51526,E1,,Dry grasslands,2,E,E1
51526,E1,17077,Dry grasslands,2,E,
51527,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,"I, J"
51527,I,17939,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51527,J,,"Constructed, industrial and other artificial habitats",1,,"I, J"
51528,G3,,Coniferous woodland,2,G,G3
51529,J1,,"Buildings of cities, towns and villages",2,J,"J1, J6"
51529,J1,16728,"Buildings of cities, towns and villages",2,J,
51529,J6,,Waste deposits,2,J,"J1, J6"
51530,FB,,Shrub plantations,2,F,"G, X11, I2, FB"
51530,G,,Woodland and forest habitats and other wooded land,1,,"G, X11, I2, FB"
51530,G,16728,Woodland and forest habitats and other wooded land,1,,
51530,I2,,Cultivated areas of gardens and parks,2,I,"G, X11, I2, FB"
51530,X11,,Large parks,2,X,"G, X11, I2, FB"
51531,J1,,"Buildings of cities, towns and villages",2,J,J1
51531,J1,16404,"Buildings of cities, towns and villages",2,J,
51532,J100,,Greenhouse (added 21oct2005),2,J,J100
51532,J100,17484,Greenhouse (added 21oct2005),2,J,
51533,G,,Woodland and forest habitats and other wooded land,1,,G
51533,G,17788,Woodland and forest habitats and other wooded land,1,,
51534,J100,,Greenhouse (added 21oct2005),2,J,J100
51534,J100,16353,Greenhouse (added 21oct2005),2,J,
51535,J100,,Greenhouse (added 21oct2005),2,J,J100
51535,J100,17774,Greenhouse (added 21oct2005),2,J,
51536,J100,,Greenhouse (added 21oct2005),2,J,J100
51536,J100,18216,Greenhouse (added 21oct2005),2,J,
51537,I2,,Cultivated areas of gardens and parks,2,I,"I2, J100"
51537,I2,17803,Cultivated areas of gardens and parks,2,I,
51537,J100,,Greenhouse (added 21oct2005),2,J,J100
51537,J100,17774,Greenhouse (added 21oct2005),2,J,
51538,J100,,Greenhouse (added 21oct2005),2,J,J100
51538,J100,17774,Greenhouse (added 21oct2005),2,J,
51539,J,,"Constructed, industrial and other artificial habitats",1,,J
51539,J1,,"Buildings of cities, towns and villages",2,J,"J1, J2"
51539,J2,,Low density buildings,2,J,"J1, J2"
51540,I2,,Cultivated areas of gardens and parks,2,I,I2
51540,I2,17789,Cultivated areas of gardens and parks,2,I,
51541,G,,Woodland and forest habitats and other wooded land,1,,"G, J100, J"
51541,G,17878,Woodland and forest habitats and other wooded land,1,,
51541,J,,"Constructed, industrial and other artificial habitats",1,,"G, J100, J"
51541,J100,,Greenhouse (added 21oct2005),2,J,"G, J100, J"
51542,J1,,"Buildings of cities, towns and villages",2,J,J1
51542,J1,17882,"Buildings of cities, towns and villages",2,J,
51543,G5,,"Lines of trees, small anthropogenic woodlands, recently felled woodland, early-stage woodland and coppice",2,G,"G5, I2"
51543,I2,,Cultivated areas of gardens and parks,2,I,"G5, I2"
51544,G,,Woodland and forest habitats and other wooded land,1,,G
51544,G,17877,Woodland and forest habitats and other wooded land,1,,
51545,G,,Woodland and forest habitats and other wooded land,1,,"G, I2"
51545,G,17192,Woodland and forest habitats and other wooded land,1,,
51545,I2,,Cultivated areas of gardens and parks,2,I,"G, I2"
51546,J1,,"Buildings of cities, towns and villages",2,J,J1
51546,J1,17192,"Buildings of cities, towns and villages",2,J,
51547,I2,,Cultivated areas of gardens and parks,2,I,I2
51547,I2,17302,Cultivated areas of gardens and parks,2,I,
51548,J,,"Constructed, industrial and other artificial habitats",1,,J
51548,J,17192,"Constructed, industrial and other artificial habitats",1,,
51549,J,,"Constructed, industrial and other artificial habitats",1,,J
51549,J,17192,"Constructed, industrial and other artificial habitats",1,,
51550,G,,Woodland and forest habitats and other wooded land,1,,"G, I2"
51550,G,17192,Woodland and forest habitats and other wooded land,1,,
51550,I2,,Cultivated areas of gardens and parks,2,I,"G, I2"
51551,G,,Woodland and forest habitats and other wooded land,1,,"G, I2"
51551,G,17192,Woodland and forest habitats and other wooded land,1,,
51551,I2,,Cultivated areas of gardens and parks,2,I,"G, I2"
51552,G5,,"Lines of trees, small anthropogenic woodlands, recently felled woodland, early-stage woodland and coppice",2,G,"I2, G5"
51552,I2,,Cultivated areas of gardens and parks,2,I,"I2, G5"
51552,I2,16636,Cultivated areas of gardens and parks,2,I,
51554,FA,,Hedgerows,2,F,"G5, I2, FA"
51554,G5,,"Lines of trees, small anthropogenic woodlands, recently felled woodland, early-stage woodland and coppice",2,G,"G5, I2, FA"
51554,G5,16474,"Lines of trees, small anthropogenic woodlands, recently felled woodland, early-stage woodland and coppice",2,G,
51554,I2,,Cultivated areas of gardens and parks,2,I,"G5, I2, FA"
51555,I1,,Arable land and market gardens,2,I,I1
51555,I1,17522,Arable land and market gardens,2,I,
51556,G,,Woodland and forest habitats and other wooded land,1,,"I2, G"
51556,I2,,Cultivated areas of gardens and parks,2,I,"I2, G"
51557,I2,,Cultivated areas of gardens and parks,2,I,"I2, J100"
51557,I2,16636,Cultivated areas of gardens and parks,2,I,
51557,J100,,Greenhouse (added 21oct2005),2,J,"I2, J100"
51558,J1,,"Buildings of cities, towns and villages",2,J,"J100, J1"
51558,J100,,Greenhouse (added 21oct2005),2,J,"J100, J1"
51559,E3,,Seasonally wet and wet grasslands,2,E,E3
51559,E3,17497,Seasonally wet and wet grasslands,2,E,
51560,I2,,Cultivated areas of gardens and parks,2,I,I2
51561,I1,,Arable land and market gardens,2,I,I1
51561,J100,,Greenhouse (added 21oct2005),2,J,J100
51562,G,,Woodland and forest habitats and other wooded land,1,,G
51562,G1,,Broadleaved deciduous woodland,2,G,G1
51562,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,"I, I1"
51562,I1,,Arable land and market gardens,2,I,"I, I1"
51564,I2,,Cultivated areas of gardens and parks,2,I,I2
51564,I2,17475,Cultivated areas of gardens and parks,2,I,
51565,I2,,Cultivated areas of gardens and parks,2,I,I2
51565,I2,17616,Cultivated areas of gardens and parks,2,I,
51566,I2,,Cultivated areas of gardens and parks,2,I,I2
51566,I2,17616,Cultivated areas of gardens and parks,2,I,
51568,J100,,Greenhouse (added 21oct2005),2,J,J100
51568,J100,17744,Greenhouse (added 21oct2005),2,J,
51569,G,,Woodland and forest habitats and other wooded land,1,,G
51570,G3,,Coniferous woodland,2,G,"G3, G5"
51570,G5,,"Lines of trees, small anthropogenic woodlands, recently felled woodland, early-stage woodland and coppice",2,G,"G3, G5"
51571,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,I
51571,I,17616,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51572,I2,,Cultivated areas of gardens and parks,2,I,I2
51572,I2,16371,Cultivated areas of gardens and parks,2,I,
51573,G3,,Coniferous woodland,2,G,"G3, G4,X11"
51573,G3,17744,Coniferous woodland,2,G,
51573,G4,,Mixed deciduous and coniferous woodland,2,G,"G3, G4,X11"
51573,X11,,Large parks,2,X,"G3, G4,X11"
51574,G3,,Coniferous woodland,2,G,"G3, G4,X11"
51574,G3,18042,Coniferous woodland,2,G,
51574,G4,,Mixed deciduous and coniferous woodland,2,G,"G3, G4,X11"
51574,X11,,Large parks,2,X,"G3, G4,X11"
51575,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,"I, J100"
51575,I,17744,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51575,J100,,Greenhouse (added 21oct2005),2,J,J100
51575,J100,17744,Greenhouse (added 21oct2005),2,J,
51576,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,I
51576,I,17744,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51576,J100,,Greenhouse (added 21oct2005),2,J,J100
51576,J100,17744,Greenhouse (added 21oct2005),2,J,
51577,I2,,Cultivated areas of gardens and parks,2,I,I2
51577,I2,17614,Cultivated areas of gardens and parks,2,I,
51578,J100,,Greenhouse (added 21oct2005),2,J,J100
51578,J100,17744,Greenhouse (added 21oct2005),2,J,
51579,E,,Grassland and tall forb habitats,1,,E
51579,J100,,Greenhouse (added 21oct2005),2,J,J100
51579,J100,17744,Greenhouse (added 21oct2005),2,J,
51580,I2,,Cultivated areas of gardens and parks,2,I,I2
51580,I2,17616,Cultivated areas of gardens and parks,2,I,
51581,G3,,Coniferous woodland,2,G,G3
51582,G3,,Coniferous woodland,2,G,G3
51583,G3,,Coniferous woodland,2,G,G3
51584,I2,,Cultivated areas of gardens and parks,2,I,I2
51584,I2,16492,Cultivated areas of gardens and parks,2,I,
51584,J100,,Greenhouse (added 21oct2005),2,J,J100
51585,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,I
51585,I,17744,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51585,J100,,Greenhouse (added 21oct2005),2,J,J100
51585,J100,17744,Greenhouse (added 21oct2005),2,J,
51586,J100,,Greenhouse (added 21oct2005),2,J,J100
51586,J100,17744,Greenhouse (added 21oct2005),2,J,
51587,G3,,Coniferous woodland,2,G,G3
51588,I2,,Cultivated areas of gardens and parks,2,I,I2
51588,I2,17621,Cultivated areas of gardens and parks,2,I,
51589,J100,,Greenhouse (added 21oct2005),2,J,J100
51589,J100,16636,Greenhouse (added 21oct2005),2,J,
51590,J100,,Greenhouse (added 21oct2005),2,J,J100
51591,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,"I, J100"
51591,I,17508,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51591,J100,,Greenhouse (added 21oct2005),2,J,"I, J100"
51591,X13,,Land sparsely wooded with broadleaved deciduous trees,2,X,X13
51592,I2,,Cultivated areas of gardens and parks,2,I,I2
51592,I2,17731,Cultivated areas of gardens and parks,2,I,
51593,I2,,Cultivated areas of gardens and parks,2,I,I2
51593,I2,17731,Cultivated areas of gardens and parks,2,I,
51594,J100,,Greenhouse (added 21oct2005),2,J,J100
51594,J100,16891,Greenhouse (added 21oct2005),2,J,
51595,I2,,Cultivated areas of gardens and parks,2,I,I2
51595,I2,17698,Cultivated areas of gardens and parks,2,I,
51596,I2,,Cultivated areas of gardens and parks,2,I,I2
51596,I2,17391,Cultivated areas of gardens and parks,2,I,
51597,J100,,Greenhouse (added 21oct2005),2,J,J100
51598,G,,Woodland and forest habitats and other wooded land,1,,"G,I2"
51598,G,18053,Woodland and forest habitats and other wooded land,1,,
51598,I2,,Cultivated areas of gardens and parks,2,I,"G,I2"
51599,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,I
51599,I,16411,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51600,I2,,Cultivated areas of gardens and parks,2,I,I2
51600,I2,17391,Cultivated areas of gardens and parks,2,I,
51602,J100,,Greenhouse (added 21oct2005),2,J,J100
51602,J100,17679,Greenhouse (added 21oct2005),2,J,
51603,I2,,Cultivated areas of gardens and parks,2,I,I2
51603,I2,17554,Cultivated areas of gardens and parks,2,I,
51604,G3,,Coniferous woodland,2,G,G3
51605,G3,,Coniferous woodland,2,G,G3
51606,F,,"Heathland, scrub and tundra habitats",1,,"I2, F"
51606,I2,,Cultivated areas of gardens and parks,2,I,"I2, F"
51606,I2,18153,Cultivated areas of gardens and parks,2,I,
51607,G3,,Coniferous woodland,2,G,G3
51608,1,,Unknown,1,,U
51608,I2,,Cultivated areas of gardens and parks,2,I,"X24, I2"
51608,X24,,Domestic gardens of city and town centres,2,X,"X24, I2"
51608,X24,16394,Domestic gardens of city and town centres,2,X,
51609,G3,,Coniferous woodland,2,G,"G3, G5, X11, X15, Dubious"
51609,G4,,Mixed deciduous and coniferous woodland,2,G,"G3, G4, G5"
51609,G5,,"Lines of trees, small anthropogenic woodlands, recently felled woodland, early-stage woodland and coppice",2,G,"G3, G5, X11, X15, Dubious"
51609,X11,,Large parks,2,X,"G3, G5, X11, X15, Dubious"
51609,X15,,Land sparsely wooded with coniferous trees,2,X,"G3, G5, X11, X15, Dubious"
51610,J1,,"Buildings of cities, towns and villages",2,J,"J6, J1"
51610,J6,,Waste deposits,2,J,"J6, J1"
51610,J6,16731,Waste deposits,2,J,
51611,G,,Woodland and forest habitats and other wooded land,1,,"G, I2"
51611,G,16456,Woodland and forest habitats and other wooded land,1,,
51611,I2,,Cultivated areas of gardens and parks,2,I,"G, I2"
51612,G3,,Coniferous woodland,2,G,"G3, G4"
51612,G3,17744,Coniferous woodland,2,G,
51612,G4,,Mixed deciduous and coniferous woodland,2,G,"G3, G4"
51613,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,I
51613,I,17744,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51614,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,I
51614,I,18167,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51615,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,I
51615,I,17803,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51616,C1,,Surface standing waters,2,C,C1+C2
51616,C1,17056,Surface standing waters,2,C,
51616,C1+C2,17856,,,,
51616,C2,,Surface running waters,2,C,C1+C2
51617,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,I
51617,I,17921,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51618,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,I
51618,I,17744,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
